纬度,经度,地点,项目,形式
34.264,131.958,山口県錦町,死ぬ,シヌル
34.251,131.851,山口県鹿野町,死ぬ,シヌ
34.251,131.851,山口県鹿野町,死ぬ,シヌル
34.178,130.931,山口県豊浦町,死ぬ,シヌ
34.178,130.931,山口県豊浦町,死ぬ,シヌル
34.120,131.386,山口県小郡町,死ぬ,シヌ
34.120,131.386,山口県小郡町,死ぬ,シヌル
34.024,130.924,山口県下関市,死ぬ,シヌル
34.002,132.075,山口県柳井市,死ぬ,シヌ
33.992,131.343,山口県宇部市,死ぬ,シヌ
33.992,131.343,山口県宇部市,死ぬ,シヌル
33.887,132.331,山口県東和町,死ぬ,シヌル
34.094,134.578,徳島県徳島市,死ぬ,シヌ
34.057,134.353,徳島県鴨島町,死ぬ,シヌ
34.029,133.810,徳島県池田町,死ぬ,シヌ
34.020,134.358,徳島県神山町,死ぬ,シヌ
33.892,133.816,徳島県西祖谷山村,死ぬ,シヌ
33.774,134.196,徳島県木頭村,死ぬ,シヌ
33.774,134.196,徳島県木頭村,死ぬ,シヌル
33.569,134.303,徳島県宍喰町,死ぬ,シヌ
34.541,134.343,香川県内海町,死ぬ,シヌ
34.518,134.167,香川県土庄町,死ぬ,シヌ
34.518,134.167,香川県土庄町,死ぬ,シヌル
34.325,134.049,香川県高松市,死ぬ,シヌ
34.292,133.786,香川県丸亀市,死ぬ,シヌ
34.255,134.339,香川県大内町,死ぬ,シヌ
34.126,133.533,香川県観音寺市,死ぬ,シヌ
34.250,133.134,愛媛県岩城村,死ぬ,シヌル
34.017,133.040,愛媛県今治市,死ぬ,シヌル
34.002,133.581,愛媛県川之江市,死ぬ,シヌ
33.972,132.595,愛媛県中島町,死ぬ,シヌル
33.924,133.259,愛媛県新居浜市,死ぬ,シヌ
33.815,132.732,愛媛県松山市,死ぬ,シヌル
33.609,132.934,愛媛県美川村,死ぬ,シヌル
33.573,132.444,愛媛県長浜町,死ぬ,シヌ
33.557,132.658,愛媛県内子町,死ぬ,シヌ
33.403,132.137,愛媛県三崎町,死ぬ,シヌル
33.320,132.520,愛媛県吉田町,死ぬ,シヌ
33.726,133.307,高知県本川村,死ぬ,シヌル
33.661,133.840,高知県物部村,死ぬ,シヌル
33.548,134.298,高知県東洋町,死ぬ,シヌ
33.544,133.508,高知県高知市,死ぬ,シヌル
33.454,133.029,高知県東津野村,死ぬ,シヌル
33.437,134.027,高知県奈半利町,死ぬ,シヌル
33.368,133.253,高知県須崎市,死ぬ,シヌル
33.233,132.849,高知県十和村,死ぬ,シヌ
33.233,132.849,高知県十和村,死ぬ,シヌル
32.984,132.937,高知県中村市,死ぬ,シヌル
32.780,132.731,高知県大月町,死ぬ,シヌル
33.805,130.544,福岡県宗像市,死ぬ,シヌ
33.792,130.873,福岡県北九州市,死ぬ,シヌ
33.656,130.679,福岡県飯塚市,死ぬ,シヌ
33.602,130.416,福岡県福岡市,死ぬ,シヌ
33.599,131.070,福岡県豊前市,死ぬ,シヌル
33.560,130.210,福岡県前原市,死ぬ,シヌ
33.468,130.423,福岡県那珂川町,死ぬ,シヌ
33.424,130.656,福岡県甘木市,死ぬ,シヌ
33.182,130.613,福岡県立花町,死ぬ,シヌ
33.162,130.407,福岡県柳川市,死ぬ,シヌ
33.532,129.875,佐賀県鎮西町,死ぬ,シヌ
33.380,130.501,佐賀県鳥栖市,死ぬ,シン
33.266,130.303,佐賀県佐賀市,死ぬ,シヌ
33.198,130.024,佐賀県武雄市,死ぬ,シヌ
33.189,130.329,佐賀県川副町,死ぬ,シヌ
34.478,129.329,長崎県峰町,死ぬ,シヌ
34.478,129.329,長崎県峰町,死ぬ,シヌル
34.478,129.329,長崎県峰町,死ぬ,シン
34.213,129.290,長崎県厳原町,死ぬ,シヌ
33.744,129.757,長崎県石田町,死ぬ,シヌ
33.187,129.724,長崎県佐世保市,死ぬ,シヌ
33.000,129.654,長崎県西海町,死ぬ,シヌ
32.980,129.114,長崎県有川町,死ぬ,シン
32.859,130.246,長崎県瑞穂町,死ぬ,シン
32.859,130.246,長崎県瑞穂町,死ぬ,シヌ
32.796,130.085,長崎県諫早市,死ぬ,シン
32.758,129.883,長崎県長崎市,死ぬ,シン
32.688,128.841,長崎県福江市,死ぬ,シン
32.638,129.837,長崎県三和町,死ぬ,シン
32.638,130.255,長崎県南有馬町,死ぬ,シヌ
33.112,131.089,熊本県小国町,死ぬ,シヌ
33.112,131.089,熊本県小国町,死ぬ,シヌル
33.029,130.545,熊本県南関町,死ぬ,シン
32.983,130.727,熊本県鹿本町,死ぬ,シヌ
32.839,131.008,熊本県久木野村,死ぬ,シヌ
32.839,131.008,熊本県久木野村,死ぬ,シヌル
32.779,130.714,熊本県熊本市,死ぬ,シヌ
32.682,131.155,熊本県蘇陽町,死ぬ,シヌ
32.682,131.155,熊本県蘇陽町,死ぬ,シヌル
32.613,130.431,熊本県大矢野町,死ぬ,シン
32.549,130.594,熊本県八代市,死ぬ,シヌ
32.401,130.824,熊本県五木村,死ぬ,シヌ
32.235,130.419,熊本県水俣市,死ぬ,ウッチヌ
32.200,130.762,熊本県人吉市,死ぬ,ウッチン
32.188,130.024,熊本県牛深市,死ぬ,シン
33.605,131.198,大分県中津市,死ぬ,シヌ
33.532,131.479,大分県豊後高田市,死ぬ,シヌル
33.466,131.713,大分県安岐町,死ぬ,シヌ
33.466,131.713,大分県安岐町,死ぬ,シヌル
33.443,131.506,大分県山香町,死ぬ,シヌル
33.443,131.506,大分県山香町,死ぬ,シヌ
33.300,130.952,大分県日田市,死ぬ,シヌル
33.300,130.952,大分県日田市,死ぬ,シヌ
33.299,131.174,大分県玖珠町,死ぬ,シヌル
33.299,131.174,大分県玖珠町,死ぬ,シヌ
33.163,131.671,大分県大分市,死ぬ,シヌル
32.991,131.560,大分県三重町,死ぬ,シヌル
32.962,131.912,大分県佐伯市,死ぬ,シヌ
32.959,131.397,大分県竹田市,死ぬ,シヌル
32.798,131.928,大分県蒲江町,死ぬ,シヌル
32.798,131.928,大分県蒲江町,死ぬ,シヌ
32.711,131.278,宮崎県高千穂町,死ぬ,ケーシヌ
32.711,131.278,宮崎県高千穂町,死ぬ,シヌル
32.711,131.278,宮崎県高千穂町,死ぬ,ケーシヌル
32.709,131.820,宮崎県北浦町,死ぬ,シヌル
32.566,131.566,宮崎県延岡市,死ぬ,シヌ
32.566,131.566,宮崎県延岡市,死ぬ,シヌル
32.491,131.125,宮崎県椎葉村,死ぬ,シヌル
32.334,131.605,宮崎県日向市,死ぬ,シヌ
32.334,131.605,宮崎県日向市,死ぬ,シヌル
32.231,131.152,宮崎県西米良村,死ぬ,シヌ
32.231,131.152,宮崎県西米良村,死ぬ,シヌル
32.034,130.870,宮崎県えびの市,死ぬ,シン
32.033,131.474,宮崎県佐土原町,死ぬ,ケシヌル
32.033,131.474,宮崎県佐土原町,死ぬ,シヌル
31.962,131.172,宮崎県野尻町,死ぬ,シン
31.962,131.172,宮崎県野尻町,死ぬ,シヌル
31.815,131.385,宮崎県宮崎市,死ぬ,シヌル
31.721,131.068,宮崎県都城市,死ぬ,ケシン
31.633,131.358,宮崎県日南市,死ぬ,シヌ
31.633,131.358,宮崎県日南市,死ぬ,シヌル
31.395,131.306,宮崎県串間市,死ぬ,ケシヌ
31.395,131.306,宮崎県串間市,死ぬ,ケシヌル
32.118,130.130,鹿児島県長島町,死ぬ,シン
32.118,130.130,鹿児島県長島町,死ぬ,ケシン
32.104,130.574,鹿児島県大口市,死ぬ,ケシン
31.837,129.923,鹿児島県里村,死ぬ,シン
31.816,130.440,鹿児島県入来町,死ぬ,ケシン
31.679,130.815,鹿児島県福山町,死ぬ,ケシン
31.607,130.426,鹿児島県伊集院町,死ぬ,ケシン
31.498,130.946,鹿児島県大崎町,死ぬ,ケシン
31.300,130.461,鹿児島県頴娃町,死ぬ,ケシン
31.293,130.283,鹿児島県坊津町,死ぬ,シン
31.293,130.283,鹿児島県坊津町,死ぬ,ケシン
31.219,130.765,鹿児島県根占町,死ぬ,ケシン
30.411,130.901,鹿児島県南種子町,死ぬ,シヌ
30.235,130.505,鹿児島県屋久町,死ぬ,シヌ
28.394,129.583,鹿児島県龍郷町,死ぬ,［ɕinjuɴ］
28.394,129.583,鹿児島県龍郷町,死ぬ,［moɾiɕuɴ］
28.358,129.396,鹿児島県大和村,死ぬ,［ɕimj^uɾi］
28.321,129.938,鹿児島県喜界町,死ぬ,［ɕinj^un　doː］
27.828,128.886,鹿児島県天城町,死ぬ,［sïnjiː］
27.429,128.690,鹿児島県和泊町,死ぬ,［ʃiɲuŋ］
27.370,128.532,鹿児島県知名町,死ぬ,［ʃiɲiɴ］
27.030,128.454,鹿児島県与論町,死ぬ,［ʃinjuɴ］
26.745,128.315,沖縄県国頭村,死ぬ,［ʃinuɴ］
26.685,127.965,沖縄県今帰仁村,死ぬ,［ʃinuɴ］
26.538,127.950,沖縄県名護市,死ぬ,［ʃinuŋ］
26.507,127.875,沖縄県恩納村(瀬良垣),死ぬ,［ʃinuŋ］
26.498,127.853,沖縄県恩納村(恩納),死ぬ,［ʃiniɴ］
26.421,127.738,沖縄県読谷村,死ぬ,［ʃinuɴ］
26.369,127.146,沖縄県渡名喜村,死ぬ,［ɕinuɴ］
26.351,126.810,沖縄県仲里村,死ぬ,［ʃinuɴ］
26.326,127.954,沖縄県勝連町(勝連浜),死ぬ,［ʃinuɴ］
26.326,127.954,沖縄県勝連町(勝連浜),死ぬ,［ʃidʒuɴ］
26.282,127.751,沖縄県宜野湾市,死ぬ,［ɕinuɴ］
26.248,127.939,沖縄県勝連町(津堅),死ぬ,［ɕinuɴ］
26.220,127.715,沖縄県那覇市(首里),死ぬ,［ʃinuɴ］
26.215,127.671,沖縄県那覇市(西),死ぬ,［ʃidʒaɴ］
26.141,127.680,沖縄県糸満市,死ぬ,［ɕinuɴ］
26.132,127.773,沖縄県玉城村,死ぬ,［ʃinuɴ］
24.827,125.169,沖縄県伊良部町,死ぬ,［sɨntal］
24.794,125.293,沖縄県平良市,死ぬ,［sɨndɨs］
24.751,125.327,沖縄県上野村,死ぬ,［sɨɴ］
24.667,124.702,沖縄県多良間村,死ぬ,［sɨɲiɭ］
24.471,123.003,沖縄県与那国町,死ぬ,［ɲɲiɾuŋ］
24.353,124.224,沖縄県石垣市(宮良),死ぬ,［sunuɴ］
24.353,124.242,沖縄県石垣市(白保),死ぬ,［su̥n̥uŋ］
24.345,124.159,沖縄県石垣市(石垣),死ぬ,［sɨnuɴ］
24.329,124.087,沖縄県竹富町(竹富島),死ぬ,［ʃinuŋ］
24.062,123.768,沖縄県竹富町(波照間),死ぬ,［su̥nu］
25.829,131.234,沖縄県南大東村,死ぬ,マルブ
45.400,141.681,北海道稚内市,起きろ,オキロ
45.400,141.681,北海道稚内市,起きろ,オキレ
45.305,141.023,北海道礼文町,起きろ,オキレ
45.305,141.023,北海道礼文町,起きろ,オキロ
45.198,141.143,北海道利尻町,起きろ,オギレ
44.937,142.580,北海道枝幸町,起きろ,オキレ
44.364,142.395,北海道名寄市,起きろ,オキレ
44.363,141.699,北海道羽幌町,起きろ,オキレ
43.896,144.290,北海道網走市,起きろ,オキナサイ
43.659,145.020,北海道標津町,起きろ,オキナ
43.646,141.352,北海道浜益村,起きろ,オキレ
43.457,142.480,北海道上富良野町,起きろ,オキレ
43.329,145.572,北海道根室市,起きろ,オキレ
43.203,140.774,北海道余市町,起きろ,オギレ
42.991,143.220,北海道音更町,起きろ,オキロ
42.991,143.220,北海道音更町,起きろ,オキレ
42.953,144.533,北海道釧路町,起きろ,オキレ
42.688,139.982,北海道島牧村,起きろ,オギレ
42.442,141.158,北海道登別市,起きろ,オキレ
42.350,142.370,北海道静内町,起きろ,オキロ
42.350,142.370,北海道静内町,起きろ,オキレ
42.350,142.370,北海道静内町,起きろ,オキナサイ
42.253,143.309,北海道広尾町,起きろ,オキレ
42.226,140.285,北海道八雲町,起きろ,オキレ
42.188,139.522,北海道奥尻町,起きろ,オキレ
42.188,139.522,北海道奥尻町,起きろ,オキロ
41.936,143.242,北海道えりも町,起きろ,オギレ
41.922,140.149,北海道江差町,起きろ,オキレ
41.833,141.145,北海道椴法華村,起きろ,オギレ
41.458,140.243,北海道福島町,起きろ,オギレー
41.428,140.105,北海道松前町,起きろ,オキレ
41.286,141.212,青森県むつ市,起きろ,オキセ
41.146,140.824,青森県脇野沢村,起きろ,オギ‥ロ
41.088,141.392,青森県六ヶ所村,起きろ,オギレ
41.043,140.641,青森県蟹田町,起きろ,オギ‥ロ
41.043,140.641,青森県蟹田町,起きろ,オギ‥レ
40.865,141.128,青森県野辺地町,起きろ,オキロ
40.822,140.309,青森県木造町,起きろ,オギナガ
40.822,140.309,青森県木造町,起きろ,オギレ
40.810,140.444,青森県五所川原市,起きろ,オギロ
40.810,140.444,青森県五所川原市,起きろ,オギレ
40.810,140.731,青森県青森市,起きろ,オギ‥ロ
40.810,140.731,青森県青森市,起きろ,オギ‥レ
40.748,140.093,青森県深浦町,起きろ,オギ‥レ
40.663,140.428,青森県弘前市,起きろ,オギヘ
40.663,140.428,青森県弘前市,起きろ,オギロー
40.624,141.203,青森県十和田市,起きろ,オギ‥ロ
40.584,141.468,青森県八戸市,起きろ,オギロ
40.519,140.576,青森県大鰐町,起きろ,オギ‥レ
40.291,141.069,青森県田子町,起きろ,オギ‥ロ
40.304,141.780,岩手県種市町,起きろ,オギロ
40.195,141.762,岩手県久慈市(栄町),起きろ,オギロ
40.162,141.428,岩手県九戸村,起きろ,オジ‥ロ
40.125,141.803,岩手県久慈市(宇部町),起きろ,オギロ
40.050,141.002,岩手県安代町,起きろ,オギロ
40.014,141.473,岩手県葛巻町,起きろ,オジ‥ロ
39.847,141.789,岩手県岩泉町,起きろ,オギロ
39.737,141.967,岩手県田老町,起きろ,オギロ
39.726,140.967,岩手県雫石町,起きろ,オギロ
39.696,141.166,岩手県盛岡市,起きろ,オキ‥ロ
39.642,141.954,岩手県宮古市,起きろ,オギロ
39.598,141.762,岩手県新里村,起きろ,オギロ
39.460,140.774,岩手県沢内村,起きろ,オギロ
39.430,141.974,岩手県山田町,起きろ,ヤーヤド　オギロ
39.363,141.586,岩手県遠野市,起きろ,オギ‥ロ
39.291,141.130,岩手県北上市,起きろ,オギライン
39.291,141.130,岩手県北上市,起きろ,オギロ
39.208,141.867,岩手県釜石市,起きろ,オギロ
39.097,141.724,岩手県大船渡市,起きろ,オギロ
39.051,141.129,岩手県前沢町,起きろ,オギロ
38.932,141.128,岩手県一関市,起きろ,オギロ
38.899,141.269,岩手県川崎村,起きろ,オギロ
38.892,141.393,岩手県千厩町,起きろ,オギロ
38.880,141.563,宮城県気仙沼市,起きろ,オギロー
38.805,140.668,宮城県鳴子町,起きろ,オギロ
38.769,141.328,宮城県東和町,起きろ,オギロ
38.604,140.681,宮城県小野田町,起きろ,オジロ
38.538,141.132,宮城県涌谷町,起きろ,オギロ
38.441,140.885,宮城県大和町,起きろ,オギロ
38.418,141.371,宮城県石巻市,起きろ,オギロー
38.244,140.940,宮城県仙台市,起きろ,オギロ
38.176,140.641,宮城県川崎町,起きろ,オジロ
38.007,140.417,宮城県七ヶ宿町,起きろ,オジロ
37.965,140.830,宮城県角田市,起きろ,オジロ
40.285,140.591,秋田県大館市,起きろ,オギレ
40.196,140.039,秋田県能代市,起きろ,オギレ
40.142,140.804,秋田県鹿角市,起きろ,オギロ
39.946,140.119,秋田県五城目町,起きろ,オギレ
39.921,139.905,秋田県男鹿市,起きろ,オギレ
39.716,140.114,秋田県秋田市,起きろ,オギレ
39.583,140.570,秋田県角館町,起きろ,オギレ
39.387,140.037,秋田県本荘市,起きろ,オギレ
39.256,139.919,秋田県金浦町,起きろ,オギレ
39.106,140.536,秋田県稲川町,起きろ,オギレ
38.932,139.837,山形県酒田市,起きろ,オギレ
38.932,139.837,山形県酒田市,起きろ,オギロ
38.865,140.258,山形県真室川町,起きろ,オギロー
38.774,139.775,山形県鶴岡市,起きろ,オギレ
38.738,140.142,山形県戸沢村,起きろ,オギ‥ロ
38.738,140.142,山形県戸沢村,起きろ,オギロヨ
38.738,140.142,山形県戸沢村,起きろ,オギ‥レ
38.730,140.490,山形県最上町,起きろ,オギ‥ロ
38.588,139.831,山形県朝日村,起きろ,オギ‥ロ
38.588,139.831,山形県朝日村,起きろ,オギ‥レ
38.416,140.173,山形県西川町,起きろ,オギロ
38.243,140.331,山形県山形市,起きろ,オギロ
38.184,140.117,山形県白鷹町,起きろ,オギロ
38.088,139.731,山形県小国町,起きろ,オギレ
37.903,140.119,山形県米沢市,起きろ,オギ‥ロ
37.828,140.581,福島県保原町,起きろ,オジロ
37.783,140.947,福島県相馬市,起きろ,オギロ
37.773,140.512,福島県福島市,起きろ,オギロ
37.587,139.646,福島県西会津町,起きろ,オキロ
37.587,140.468,福島県二本松市,起きろ,オギロ
37.562,140.971,福島県小高町,起きろ,オギロ
37.555,140.757,福島県浪江町,起きろ,オギロヨー
37.554,140.068,福島県猪苗代町,起きろ,オギネ⊥ガ
37.554,140.068,福島県猪苗代町,起きろ,オギロ
37.468,140.008,福島県会津若松市,起きろ,オギロ
37.414,140.136,福島県郡山市,起きろ,オギロ
37.365,140.966,福島県富岡町,起きろ,オギロ
37.338,139.603,福島県昭和村,起きろ,オギロ
37.278,140.621,福島県小野町,起きろ,オギロヨー
37.189,139.659,福島県田島町,起きろ,オギロ
37.127,140.208,福島県白河市,起きろ,オキロ
37.022,139.386,福島県檜枝岐村,起きろ,オキロ
36.942,140.761,福島県いわき市,起きろ,オギロー
36.880,140.422,福島県矢祭町,起きろ,オギロ
36.828,140.795,茨城県北茨城市,起きろ,オギロ
36.655,140.285,茨城県美和村,起きろ,オギロ
36.655,140.285,茨城県美和村,起きろ,オギダライガッペ
36.602,140.661,茨城県日立市,起きろ,オギネーカ
36.602,140.661,茨城県日立市,起きろ,オギロヨ
36.459,140.556,茨城県東海村,起きろ,オギロ
36.378,140.457,茨城県水戸市,起きろ,オキロ
36.237,140.199,茨城県八郷町,起きろ,オキロ
36.162,139.964,茨城県千代川村,起きろ,オギロヨ
36.039,140.176,茨城県土浦市,起きろ,オキレヨ
35.886,140.668,茨城県神栖町,起きろ,オギロ
36.981,139.787,栃木県塩原町,起きろ,オギロ
36.918,140.142,栃木県黒羽町,起きろ,オギロ
36.717,139.688,栃木県今市市,起きろ,オキロ
36.696,139.996,栃木県氏家町,起きろ,オギロ
36.636,139.441,栃木県足尾町,起きろ,オキロ
36.554,139.611,栃木県粟野町,起きろ,オキロ
36.548,139.856,栃木県宇都宮市,起きろ,オキロ
36.548,139.856,栃木県宇都宮市,起きろ,オキラッセ
36.443,139.927,栃木県上三川町,起きろ,オキロ
36.363,139.464,栃木県足利市,起きろ,オキロ
36.785,139.252,群馬県片品村,起きろ,オキロ
36.704,138.894,群馬県新治村,起きろ,オキロ
36.689,139.109,群馬県川場村,起きろ,オキレ
36.638,138.657,群馬県六合村,起きろ,オキロ
36.542,138.894,群馬県東村(吾妻郡),起きろ,オキロ
36.402,139.335,群馬県桐生市,起きろ,オキロ
36.402,139.335,群馬県桐生市,起きろ,オキロヤ
36.389,139.082,群馬県前橋市,起きろ,オキロ
36.239,139.518,群馬県館林市,起きろ,オキロ
36.216,139.056,群馬県藤岡市,起きろ,オキロ
36.216,139.056,群馬県藤岡市,起きろ,オキナ
36.178,138.642,群馬県南牧村,起きろ,オキロ　ヤ
36.192,139.177,埼玉県美里町,起きろ,オキロ
36.102,139.546,埼玉県騎西町,起きろ,オキナ
36.102,139.546,埼玉県騎西町,起きろ,オキロ
36.061,139.410,埼玉県東松山市,起きろ,オキロ
35.972,139.051,埼玉県秩父市,起きろ,オキロ
35.857,139.794,埼玉県草加市,起きろ,オキロヨ
35.857,139.794,埼玉県草加市,起きろ,オキネーカヨ
35.857,139.794,埼玉県草加市,起きろ,オキネカヨ
35.834,139.430,埼玉県狭山市,起きろ,オキロ
35.834,139.430,埼玉県狭山市,起きろ,オキナ
35.954,139.858,千葉県野田市,起きろ,オキロ
35.906,140.405,千葉県神崎町,起きろ,オギロ
35.699,140.851,千葉県銚子市,起きろ,オギロ
35.682,140.316,千葉県八街市,起きろ,オキロ
35.682,140.316,千葉県八街市,起きろ,オキロヨ
35.682,140.316,千葉県八街市,起きろ,オキナ
35.535,140.115,千葉県市原市(八幡),起きろ,オキヤガレ
35.535,140.115,千葉県市原市(八幡),起きろ,オキロ
35.404,140.373,千葉県長生村,起きろ,オキロ
35.316,139.822,千葉県富津市,起きろ,オキロ
35.258,140.163,千葉県市原市(戸面),起きろ,オキロ
35.021,139.951,千葉県丸山町,起きろ,オイロ
35.756,139.584,東京都練馬区,起きろ,オキナサイ
35.715,139.151,東京都檜原村,起きろ,オキロ
35.714,139.809,東京都墨田区,起きろ,オキロ
35.696,139.396,東京都立川市,起きろ,オキロ
35.696,139.396,東京都立川市,起きろ,オキロイ
35.622,139.719,東京都品川区,起きろ,オキロ
